   c_city   |   s_city   | d_year |  revenue
 UNITED ST6 | UNITED ST4 |   1992 |  37470214
 UNITED ST1 | UNITED ST0 |   1992 |  36669354
 UNITED ST2 | UNITED ST5 |   1992 |  36546246
 UNITED ST7 | UNITED ST0 |   1992 |  36305050
 UNITED ST7 | UNITED ST7 |   1992 |  35716443
 UNITED ST2 | UNITED ST9 |   1992 |  35510735
 UNITED ST5 | UNITED ST8 |   1992 |  34518863
 UNITED ST7 | UNITED ST1 |   1992 |  34328038
 UNITED ST5 | UNITED ST0 |   1992 |  34179439
 UNITED ST5 | UNITED ST2 |   1992 |  33662428
 UNITED ST7 | UNITED ST3 |   1992 |  33448218
 UNITED ST2 | UNITED ST6 |   1992 |  33410587
 UNITED ST9 | UNITED ST7 |   1992 |  32710627
 UNITED ST3 | UNITED ST1 |   1992 |  31907410
 UNITED ST5 | UNITED ST9 |   1992 |  31824732
 UNITED ST0 | UNITED ST6 |   1992 |  31592627
 UNITED ST3 | UNITED ST4 |   1992 |  31240457
 UNITED ST2 | UNITED ST7 |   1992 |  31175993
 UNITED ST8 | UNITED ST9 |   1992 |  29465006
 UNITED ST4 | UNITED ST6 |   1992 |  29260336
 UNITED ST0 | UNITED ST5 |   1992 |  29259839
 UNITED ST3 | UNITED ST0 |   1992 |  29067059
 UNITED ST5 | UNITED ST7 |   1992 |  28852920
 UNITED ST9 | UNITED ST6 |   1992 |  28372849
 UNITED ST4 | UNITED ST0 |   1992 |  28274095
 UNITED ST4 | UNITED ST7 |   1992 |  27817553
 UNITED ST0 | UNITED ST2 |   1992 |  27130226
 UNITED ST7 | UNITED ST4 |   1992 |  26717911
 UNITED ST4 | UNITED ST5 |   1992 |  24837623
 UNITED ST9 | UNITED ST5 |   1992 |  22974724
 UNITED ST3 | UNITED ST7 |   1992 |  20948772
 UNITED ST9 | UNITED ST1 |   1992 |  20294383
 UNITED ST7 | UNITED ST8 |   1992 |  19779185
 UNITED ST9 | UNITED ST8 |   1992 |  18389739
 UNITED ST4 | UNITED ST2 |   1992 |  17759450
 UNITED ST9 | UNITED ST2 |   1992 |  16721951
 UNITED ST8 | UNITED ST2 |   1992 |  16617267
 UNITED ST2 | UNITED ST2 |   1992 |  15859487
 UNITED ST6 | UNITED ST2 |   1992 |  15540499
 UNITED ST6 | UNITED ST8 |   1992 |  15537054
 UNITED ST3 | UNITED ST2 |   1992 |   9624210
 UNITED ST1 | UNITED ST2 |   1992 |   8786519
 UNITED ST7 | UNITED ST5 |   1992 |   6164481
 UNITED ST7 | UNITED ST2 |   1992 |   5245435
 UNITED ST0 | UNITED ST3 |   1993 | 114531106
 UNITED ST6 | UNITED ST3 |   1993 |  97868082
 UNITED ST9 | UNITED ST7 |   1993 |  93785783
 UNITED ST1 | UNITED ST3 |   1993 |  87484824
 UNITED ST6 | UNITED ST8 |   1993 |  74814655
 UNITED ST2 | UNITED ST6 |   1993 |  74744431
 UNITED ST0 | UNITED ST8 |   1993 |  73066258
 UNITED ST9 | UNITED ST1 |   1993 |  70201465
 UNITED ST6 | UNITED ST1 |   1993 |  69990834
 UNITED ST4 | UNITED ST8 |   1993 |  69393782
 UNITED ST7 | UNITED ST8 |   1993 |  69217342
 UNITED ST2 | UNITED ST8 |   1993 |  68614857
 UNITED ST1 | UNITED ST8 |   1993 |  68110497
 UNITED ST4 | UNITED ST7 |   1993 |  67499420
 UNITED ST9 | UNITED ST3 |   1993 |  62356696
 UNITED ST7 | UNITED ST1 |   1993 |  61194311
 UNITED ST1 | UNITED ST9 |   1993 |  60268573
 UNITED ST2 | UNITED ST1 |   1993 |  59555494
 UNITED ST8 | UNITED ST8 |   1993 |  57791125
 UNITED ST2 | UNITED ST3 |   1993 |  56596578
 UNITED ST0 | UNITED ST1 |   1993 |  56094742
 UNITED ST1 | UNITED ST1 |   1993 |  55622263
 UNITED ST5 | UNITED ST3 |   1993 |  55297446
 UNITED ST0 | UNITED ST4 |   1993 |  55007312
 UNITED ST1 | UNITED ST4 |   1993 |  54281464
 UNITED ST5 | UNITED ST0 |   1993 |  54114955
 UNITED ST8 | UNITED ST1 |   1993 |  52202289
 UNITED ST8 | UNITED ST9 |   1993 |  52108842
 UNITED ST7 | UNITED ST3 |   1993 |  51867436
 UNITED ST5 | UNITED ST1 |   1993 |  51003121
 UNITED ST1 | UNITED ST6 |   1993 |  50426377
 UNITED ST8 | UNITED ST0 |   1993 |  49758120
 UNITED ST7 | UNITED ST7 |   1993 |  49467175
 UNITED ST2 | UNITED ST7 |   1993 |  48957138
 UNITED ST8 | UNITED ST6 |   1993 |  47864608
 UNITED ST6 | UNITED ST4 |   1993 |  47499455
 UNITED ST2 | UNITED ST5 |   1993 |  47078776
 UNITED ST4 | UNITED ST9 |   1993 |  47000184
 UNITED ST8 | UNITED ST3 |   1993 |  46659896
 UNITED ST8 | UNITED ST4 |   1993 |  46533051
 UNITED ST8 | UNITED ST7 |   1993 |  46164267
 UNITED ST4 | UNITED ST3 |   1993 |  45092884
 UNITED ST7 | UNITED ST4 |   1993 |  44104676
 UNITED ST1 | UNITED ST7 |   1993 |  43946138
 UNITED ST8 | UNITED ST5 |   1993 |  40428371
 UNITED ST9 | UNITED ST0 |   1993 |  40335359
 UNITED ST9 | UNITED ST6 |   1993 |  39383458
 UNITED ST6 | UNITED ST9 |   1993 |  39029284
 UNITED ST9 | UNITED ST5 |   1993 |  38920493
 UNITED ST0 | UNITED ST5 |   1993 |  38836005
 UNITED ST2 | UNITED ST0 |   1993 |  38500187
 UNITED ST0 | UNITED ST0 |   1993 |  38212724
 UNITED ST0 | UNITED ST6 |   1993 |  37918250
 UNITED ST7 | UNITED ST9 |   1993 |  36525514
 UNITED ST4 | UNITED ST5 |   1993 |  35959579
 UNITED ST3 | UNITED ST3 |   1993 |  35869548
 UNITED ST3 | UNITED ST0 |   1993 |  35858078
 UNITED ST3 | UNITED ST9 |   1993 |  35777758
 UNITED ST5 | UNITED ST8 |   1993 |  35532223
 UNITED ST1 | UNITED ST0 |   1993 |  35434379
 UNITED ST0 | UNITED ST9 |   1993 |  35221718
 UNITED ST5 | UNITED ST5 |   1993 |  33497015
 UNITED ST9 | UNITED ST8 |   1993 |  33415476
 UNITED ST7 | UNITED ST6 |   1993 |  32709382
 UNITED ST2 | UNITED ST4 |   1993 |  32209784
 UNITED ST4 | UNITED ST1 |   1993 |  31956754
 UNITED ST4 | UNITED ST6 |   1993 |  31737255
 UNITED ST5 | UNITED ST9 |   1993 |  30499650
 UNITED ST7 | UNITED ST5 |   1993 |  30104788
 UNITED ST4 | UNITED ST4 |   1993 |  29992723
 UNITED ST6 | UNITED ST0 |   1993 |  27649708
 UNITED ST5 | UNITED ST7 |   1993 |  27176554
 UNITED ST3 | UNITED ST6 |   1993 |  26448647
 UNITED ST2 | UNITED ST9 |   1993 |  25854547
 UNITED ST2 | UNITED ST2 |   1993 |  25058677
 UNITED ST6 | UNITED ST7 |   1993 |  24238303
 UNITED ST9 | UNITED ST9 |   1993 |  23867753
 UNITED ST4 | UNITED ST0 |   1993 |  23647465
 UNITED ST5 | UNITED ST6 |   1993 |  22496432
 UNITED ST3 | UNITED ST8 |   1993 |  22150246
 UNITED ST5 | UNITED ST4 |   1993 |  21400753
 UNITED ST1 | UNITED ST5 |   1993 |  20525500
 UNITED ST3 | UNITED ST1 |   1993 |  20231874
 UNITED ST3 | UNITED ST5 |   1993 |  19827208
 UNITED ST3 | UNITED ST2 |   1993 |  18896087
 UNITED ST9 | UNITED ST4 |   1993 |  18120491
 UNITED ST6 | UNITED ST6 |   1993 |  17110672
 UNITED ST6 | UNITED ST5 |   1993 |  16205306
 UNITED ST1 | UNITED ST2 |   1993 |  16045007
 UNITED ST3 | UNITED ST7 |   1993 |  15942157
 UNITED ST0 | UNITED ST7 |   1993 |  14526532
 UNITED ST3 | UNITED ST4 |   1993 |  13778978
 UNITED ST6 | UNITED ST2 |   1993 |  11150112
 UNITED ST0 | UNITED ST2 |   1993 |  11071850
 UNITED ST4 | UNITED ST2 |   1993 |   8760299
 UNITED ST5 | UNITED ST2 |   1993 |   8651430
 UNITED ST7 | UNITED ST0 |   1993 |   6654087
 UNITED ST9 | UNITED ST2 |   1993 |   5547071
 UNITED ST8 | UNITED ST2 |   1993 |   2399493
 UNITED ST7 | UNITED ST2 |   1993 |         0
 UNITED ST1 | UNITED ST3 |   1994 |  90575300
 UNITED ST5 | UNITED ST3 |   1994 |  85581472
 UNITED ST4 | UNITED ST1 |   1994 |  80149944
 UNITED ST7 | UNITED ST3 |   1994 |  79636935
 UNITED ST4 | UNITED ST3 |   1994 |  77157222
 UNITED ST0 | UNITED ST3 |   1994 |  76336685
 UNITED ST1 | UNITED ST9 |   1994 |  73745398
 UNITED ST3 | UNITED ST3 |   1994 |  72661023
 UNITED ST9 | UNITED ST3 |   1994 |  72491976
 UNITED ST9 | UNITED ST1 |   1994 |  71473631
 UNITED ST5 | UNITED ST8 |   1994 |  67046596
 UNITED ST7 | UNITED ST1 |   1994 |  65674700
 UNITED ST2 | UNITED ST3 |   1994 |  65457794
 UNITED ST2 | UNITED ST9 |   1994 |  63612249
 UNITED ST2 | UNITED ST1 |   1994 |  61081431
 UNITED ST2 | UNITED ST6 |   1994 |  60089912
 UNITED ST4 | UNITED ST9 |   1994 |  59966936
 UNITED ST0 | UNITED ST6 |   1994 |  59537548
 UNITED ST2 | UNITED ST8 |   1994 |  59164400
 UNITED ST4 | UNITED ST0 |   1994 |  56163810
 UNITED ST5 | UNITED ST0 |   1994 |  55469828
 UNITED ST8 | UNITED ST9 |   1994 |  55421410
 UNITED ST6 | UNITED ST5 |   1994 |  53374189
 UNITED ST0 | UNITED ST8 |   1994 |  51823940
 UNITED ST2 | UNITED ST5 |   1994 |  51766511
 UNITED ST3 | UNITED ST7 |   1994 |  50705150
 UNITED ST3 | UNITED ST0 |   1994 |  49279167
 UNITED ST4 | UNITED ST6 |   1994 |  48415197
 UNITED ST6 | UNITED ST9 |   1994 |  47302446
 UNITED ST4 | UNITED ST8 |   1994 |  46846249
 UNITED ST8 | UNITED ST8 |   1994 |  46443679
 UNITED ST5 | UNITED ST5 |   1994 |  46389373
 UNITED ST0 | UNITED ST0 |   1994 |  46296400
 UNITED ST5 | UNITED ST6 |   1994 |  45549211
 UNITED ST6 | UNITED ST3 |   1994 |  45051370
 UNITED ST0 | UNITED ST4 |   1994 |  44859972
 UNITED ST6 | UNITED ST1 |   1994 |  44727501
 UNITED ST4 | UNITED ST7 |   1994 |  44379267
 UNITED ST8 | UNITED ST6 |   1994 |  43717867
 UNITED ST6 | UNITED ST8 |   1994 |  43473051
 UNITED ST1 | UNITED ST6 |   1994 |  42930352
 UNITED ST8 | UNITED ST4 |   1994 |  42690048
 UNITED ST5 | UNITED ST1 |   1994 |  42577535
 UNITED ST7 | UNITED ST0 |   1994 |  42111143
 UNITED ST1 | UNITED ST1 |   1994 |  41475053
 UNITED ST9 | UNITED ST5 |   1994 |  40762765
 UNITED ST8 | UNITED ST3 |   1994 |  40592200
 UNITED ST8 | UNITED ST0 |   1994 |  39858663
 UNITED ST3 | UNITED ST8 |   1994 |  39733806
 UNITED ST0 | UNITED ST7 |   1994 |  39221059
 UNITED ST6 | UNITED ST4 |   1994 |  37782670
 UNITED ST0 | UNITED ST1 |   1994 |  37561955
 UNITED ST5 | UNITED ST9 |   1994 |  37281322
 UNITED ST8 | UNITED ST7 |   1994 |  37247989
 UNITED ST2 | UNITED ST7 |   1994 |  36884314
 UNITED ST1 | UNITED ST5 |   1994 |  36318805
 UNITED ST6 | UNITED ST7 |   1994 |  36119498
 UNITED ST0 | UNITED ST9 |   1994 |  35980872
 UNITED ST9 | UNITED ST8 |   1994 |  35931413
 UNITED ST2 | UNITED ST0 |   1994 |  35574535
 UNITED ST4 | UNITED ST2 |   1994 |  34405614
 UNITED ST5 | UNITED ST7 |   1994 |  34394572
 UNITED ST1 | UNITED ST7 |   1994 |  34246459
 UNITED ST8 | UNITED ST1 |   1994 |  34150577
 UNITED ST8 | UNITED ST5 |   1994 |  33629295
 UNITED ST3 | UNITED ST4 |   1994 |  33548453
 UNITED ST5 | UNITED ST4 |   1994 |  30475517
 UNITED ST9 | UNITED ST9 |   1994 |  30365863
 UNITED ST6 | UNITED ST0 |   1994 |  30303956
 UNITED ST7 | UNITED ST8 |   1994 |  30254858
 UNITED ST4 | UNITED ST4 |   1994 |  28942531
 UNITED ST7 | UNITED ST6 |   1994 |  28709904
 UNITED ST7 | UNITED ST9 |   1994 |  28536042
 UNITED ST0 | UNITED ST5 |   1994 |  28102405
 UNITED ST1 | UNITED ST0 |   1994 |  28042674
 UNITED ST1 | UNITED ST8 |   1994 |  27761580
 UNITED ST9 | UNITED ST6 |   1994 |  25961234
 UNITED ST3 | UNITED ST6 |   1994 |  24486915
 UNITED ST1 | UNITED ST4 |   1994 |  23864853
 UNITED ST9 | UNITED ST7 |   1994 |  23359583
 UNITED ST7 | UNITED ST7 |   1994 |  23334409
 UNITED ST2 | UNITED ST4 |   1994 |  22289353
 UNITED ST3 | UNITED ST5 |   1994 |  22240003
 UNITED ST6 | UNITED ST6 |   1994 |  20738134
 UNITED ST9 | UNITED ST0 |   1994 |  18941013
 UNITED ST4 | UNITED ST5 |   1994 |  18680391
 UNITED ST7 | UNITED ST5 |   1994 |  18082590
 UNITED ST9 | UNITED ST4 |   1994 |  17738270
 UNITED ST3 | UNITED ST9 |   1994 |  16761298
 UNITED ST3 | UNITED ST1 |   1994 |  14739116
 UNITED ST9 | UNITED ST2 |   1994 |  14039179
 UNITED ST2 | UNITED ST2 |   1994 |  11739818
 UNITED ST7 | UNITED ST2 |   1994 |  11666968
 UNITED ST5 | UNITED ST2 |   1994 |   9720178
 UNITED ST8 | UNITED ST2 |   1994 |   9271371
 UNITED ST0 | UNITED ST2 |   1994 |   8052024
 UNITED ST3 | UNITED ST2 |   1994 |   6710925
 UNITED ST1 | UNITED ST2 |   1994 |   6356171
 UNITED ST7 | UNITED ST4 |   1994 |   4591657
 UNITED ST6 | UNITED ST2 |   1994 |    416107
 UNITED ST2 | UNITED ST3 |   1995 | 109438008
 UNITED ST7 | UNITED ST3 |   1995 |  95318910
 UNITED ST8 | UNITED ST3 |   1995 |  80602965
 UNITED ST1 | UNITED ST3 |   1995 |  80251069
 UNITED ST4 | UNITED ST3 |   1995 |  79629437
 UNITED ST6 | UNITED ST3 |   1995 |  76900564
 UNITED ST6 | UNITED ST0 |   1995 |  70673319
 UNITED ST4 | UNITED ST0 |   1995 |  70492384
 UNITED ST2 | UNITED ST1 |   1995 |  68299768
 UNITED ST5 | UNITED ST3 |   1995 |  67213285
 UNITED ST8 | UNITED ST4 |   1995 |  66169197
 UNITED ST2 | UNITED ST0 |   1995 |  64491973
 UNITED ST7 | UNITED ST8 |   1995 |  63960073
 UNITED ST3 | UNITED ST3 |   1995 |  61601851
 UNITED ST9 | UNITED ST1 |   1995 |  61308421
 UNITED ST8 | UNITED ST6 |   1995 |  61285768
 UNITED ST2 | UNITED ST9 |   1995 |  59969363
 UNITED ST8 | UNITED ST1 |   1995 |  59851983
 UNITED ST5 | UNITED ST1 |   1995 |  57709967
 UNITED ST4 | UNITED ST9 |   1995 |  57560558
 UNITED ST4 | UNITED ST4 |   1995 |  55200391
 UNITED ST0 | UNITED ST3 |   1995 |  54688202
 UNITED ST2 | UNITED ST7 |   1995 |  54660708
 UNITED ST7 | UNITED ST1 |   1995 |  53462629
 UNITED ST1 | UNITED ST8 |   1995 |  53151181
 UNITED ST9 | UNITED ST3 |   1995 |  52777767
 UNITED ST7 | UNITED ST9 |   1995 |  52362505
 UNITED ST4 | UNITED ST1 |   1995 |  50942076
 UNITED ST8 | UNITED ST8 |   1995 |  50075024
 UNITED ST0 | UNITED ST1 |   1995 |  50048662
 UNITED ST5 | UNITED ST9 |   1995 |  48745145
 UNITED ST4 | UNITED ST5 |   1995 |  48499027
 UNITED ST0 | UNITED ST8 |   1995 |  48045436
 UNITED ST0 | UNITED ST9 |   1995 |  47442135
 UNITED ST5 | UNITED ST7 |   1995 |  47316858
 UNITED ST4 | UNITED ST8 |   1995 |  47100373
 UNITED ST0 | UNITED ST0 |   1995 |  45830471
 UNITED ST6 | UNITED ST9 |   1995 |  45709050
 UNITED ST3 | UNITED ST9 |   1995 |  45643180
 UNITED ST2 | UNITED ST8 |   1995 |  45428882
 UNITED ST5 | UNITED ST4 |   1995 |  44900653
 UNITED ST7 | UNITED ST5 |   1995 |  44033387
 UNITED ST8 | UNITED ST9 |   1995 |  43319317
 UNITED ST6 | UNITED ST8 |   1995 |  42426354
 UNITED ST0 | UNITED ST7 |   1995 |  42168305
 UNITED ST0 | UNITED ST6 |   1995 |  41370220
 UNITED ST5 | UNITED ST8 |   1995 |  40775786
 UNITED ST8 | UNITED ST7 |   1995 |  40502034
 UNITED ST9 | UNITED ST4 |   1995 |  39964754
 UNITED ST7 | UNITED ST4 |   1995 |  39626202
 UNITED ST9 | UNITED ST0 |   1995 |  38450589
 UNITED ST6 | UNITED ST7 |   1995 |  38016238
 UNITED ST1 | UNITED ST1 |   1995 |  37868490
 UNITED ST7 | UNITED ST6 |   1995 |  37733056
 UNITED ST3 | UNITED ST1 |   1995 |  37372882
 UNITED ST0 | UNITED ST4 |   1995 |  37032196
 UNITED ST5 | UNITED ST6 |   1995 |  36661176
 UNITED ST6 | UNITED ST5 |   1995 |  36487685
 UNITED ST8 | UNITED ST5 |   1995 |  34923838
 UNITED ST3 | UNITED ST5 |   1995 |  33625967
 UNITED ST6 | UNITED ST6 |   1995 |  33208947
 UNITED ST6 | UNITED ST1 |   1995 |  32541851
 UNITED ST7 | UNITED ST0 |   1995 |  31911958
 UNITED ST1 | UNITED ST7 |   1995 |  31604697
 UNITED ST1 | UNITED ST4 |   1995 |  31576720
 UNITED ST0 | UNITED ST5 |   1995 |  31258487
 UNITED ST9 | UNITED ST7 |   1995 |  30809371
 UNITED ST7 | UNITED ST7 |   1995 |  30582868
 UNITED ST9 | UNITED ST6 |   1995 |  30539958
 UNITED ST1 | UNITED ST0 |   1995 |  30125015
 UNITED ST3 | UNITED ST4 |   1995 |  29811104
 UNITED ST8 | UNITED ST0 |   1995 |  28527172
 UNITED ST3 | UNITED ST8 |   1995 |  27298373
 UNITED ST2 | UNITED ST6 |   1995 |  27280862
 UNITED ST3 | UNITED ST6 |   1995 |  26368344
 UNITED ST3 | UNITED ST0 |   1995 |  25726460
 UNITED ST9 | UNITED ST9 |   1995 |  25559181
 UNITED ST6 | UNITED ST4 |   1995 |  25416677
 UNITED ST4 | UNITED ST7 |   1995 |  25143107
 UNITED ST2 | UNITED ST5 |   1995 |  25011065
 UNITED ST2 | UNITED ST4 |   1995 |  24855523
 UNITED ST5 | UNITED ST5 |   1995 |  24563759
 UNITED ST9 | UNITED ST5 |   1995 |  21456926
 UNITED ST4 | UNITED ST6 |   1995 |  20995980
 UNITED ST9 | UNITED ST8 |   1995 |  20934903
 UNITED ST3 | UNITED ST7 |   1995 |  19922178
 UNITED ST1 | UNITED ST5 |   1995 |  19226809
 UNITED ST9 | UNITED ST2 |   1995 |  19058009
 UNITED ST1 | UNITED ST9 |   1995 |  17187678
 UNITED ST5 | UNITED ST0 |   1995 |  17174825
 UNITED ST0 | UNITED ST2 |   1995 |  14795047
 UNITED ST4 | UNITED ST2 |   1995 |  14740841
 UNITED ST1 | UNITED ST6 |   1995 |  13462068
 UNITED ST3 | UNITED ST2 |   1995 |  11680783
 UNITED ST2 | UNITED ST2 |   1995 |  11237198
 UNITED ST7 | UNITED ST2 |   1995 |  11216225
 UNITED ST1 | UNITED ST2 |   1995 |   9760306
 UNITED ST6 | UNITED ST2 |   1995 |   6216104
 UNITED ST4 | UNITED ST1 |   1996 | 104384993
 UNITED ST1 | UNITED ST3 |   1996 | 100543258
 UNITED ST2 | UNITED ST3 |   1996 |  98571465
 UNITED ST6 | UNITED ST3 |   1996 |  98494692
 UNITED ST5 | UNITED ST1 |   1996 |  75476871
 UNITED ST9 | UNITED ST1 |   1996 |  74472487
 UNITED ST8 | UNITED ST3 |   1996 |  73949994
 UNITED ST6 | UNITED ST4 |   1996 |  73443326
 UNITED ST5 | UNITED ST3 |   1996 |  64938005
 UNITED ST6 | UNITED ST1 |   1996 |  64103197
 UNITED ST4 | UNITED ST3 |   1996 |  64010448
 UNITED ST0 | UNITED ST7 |   1996 |  62804043
 UNITED ST2 | UNITED ST6 |   1996 |  61974832
 UNITED ST9 | UNITED ST5 |   1996 |  60950950
 UNITED ST9 | UNITED ST3 |   1996 |  60429388
 UNITED ST4 | UNITED ST8 |   1996 |  60256833
 UNITED ST2 | UNITED ST1 |   1996 |  59923201
 UNITED ST4 | UNITED ST9 |   1996 |  59708169
 UNITED ST8 | UNITED ST5 |   1996 |  59323005
 UNITED ST7 | UNITED ST3 |   1996 |  58820545
 UNITED ST6 | UNITED ST6 |   1996 |  58616174
 UNITED ST2 | UNITED ST8 |   1996 |  57355490
 UNITED ST1 | UNITED ST7 |   1996 |  57263231
 UNITED ST8 | UNITED ST9 |   1996 |  57245245
 UNITED ST9 | UNITED ST7 |   1996 |  55227142
 UNITED ST5 | UNITED ST7 |   1996 |  54188757
 UNITED ST4 | UNITED ST0 |   1996 |  53825577
 UNITED ST9 | UNITED ST6 |   1996 |  53505782
 UNITED ST0 | UNITED ST6 |   1996 |  53505721
 UNITED ST8 | UNITED ST0 |   1996 |  51118361
 UNITED ST4 | UNITED ST4 |   1996 |  50490462
 UNITED ST6 | UNITED ST5 |   1996 |  48390070
 UNITED ST1 | UNITED ST0 |   1996 |  48172287
 UNITED ST5 | UNITED ST8 |   1996 |  47918341
 UNITED ST9 | UNITED ST9 |   1996 |  47832728
 UNITED ST6 | UNITED ST0 |   1996 |  47541674
 UNITED ST0 | UNITED ST0 |   1996 |  47407988
 UNITED ST1 | UNITED ST9 |   1996 |  47209478
 UNITED ST7 | UNITED ST0 |   1996 |  46824462
 UNITED ST3 | UNITED ST3 |   1996 |  46676255
 UNITED ST0 | UNITED ST3 |   1996 |  46513518
 UNITED ST3 | UNITED ST1 |   1996 |  45094059
 UNITED ST1 | UNITED ST8 |   1996 |  44539458
 UNITED ST5 | UNITED ST4 |   1996 |  44378518
 UNITED ST3 | UNITED ST8 |   1996 |  43871638
 UNITED ST4 | UNITED ST7 |   1996 |  43037239
 UNITED ST1 | UNITED ST1 |   1996 |  41874147
 UNITED ST2 | UNITED ST9 |   1996 |  41750162
 UNITED ST8 | UNITED ST7 |   1996 |  41492522
 UNITED ST6 | UNITED ST8 |   1996 |  40726621
 UNITED ST6 | UNITED ST7 |   1996 |  40546651
 UNITED ST4 | UNITED ST6 |   1996 |  39958037
 UNITED ST2 | UNITED ST5 |   1996 |  39081096
 UNITED ST9 | UNITED ST0 |   1996 |  37932503
 UNITED ST2 | UNITED ST0 |   1996 |  37130573
 UNITED ST3 | UNITED ST7 |   1996 |  36864797
 UNITED ST3 | UNITED ST6 |   1996 |  35744345
 UNITED ST8 | UNITED ST6 |   1996 |  35736896
 UNITED ST7 | UNITED ST8 |   1996 |  35284437
 UNITED ST0 | UNITED ST1 |   1996 |  35244073
 UNITED ST7 | UNITED ST1 |   1996 |  35008908
 UNITED ST3 | UNITED ST9 |   1996 |  34424252
 UNITED ST9 | UNITED ST8 |   1996 |  33923967
 UNITED ST1 | UNITED ST5 |   1996 |  33860389
 UNITED ST7 | UNITED ST4 |   1996 |  33700137
 UNITED ST3 | UNITED ST4 |   1996 |  33235479
 UNITED ST6 | UNITED ST9 |   1996 |  33226885
 UNITED ST2 | UNITED ST4 |   1996 |  33179477
 UNITED ST5 | UNITED ST9 |   1996 |  32944183
 UNITED ST5 | UNITED ST6 |   1996 |  32696679
 UNITED ST8 | UNITED ST1 |   1996 |  32450387
 UNITED ST0 | UNITED ST8 |   1996 |  31517721
 UNITED ST0 | UNITED ST5 |   1996 |  29759471
 UNITED ST4 | UNITED ST5 |   1996 |  28843359
 UNITED ST1 | UNITED ST6 |   1996 |  27841930
 UNITED ST8 | UNITED ST4 |   1996 |  26533131
 UNITED ST9 | UNITED ST4 |   1996 |  26120489
 UNITED ST1 | UNITED ST4 |   1996 |  25587981
 UNITED ST3 | UNITED ST0 |   1996 |  24001186
 UNITED ST7 | UNITED ST9 |   1996 |  23448090
 UNITED ST7 | UNITED ST6 |   1996 |  21297926
 UNITED ST0 | UNITED ST9 |   1996 |  20991555
