   c_city   |   s_city   | d_year |  revenue
UNITED ST0|UNITED ST5|1992|130197434
UNITED ST9|UNITED ST4|1992|128713104
UNITED ST5|UNITED ST4|1992|126199766
UNITED ST6|UNITED ST3|1992|125819840
UNITED ST7|UNITED ST2|1992|125012426
UNITED ST5|UNITED ST2|1992|123136909
UNITED ST8|UNITED ST4|1992|119419907
UNITED ST8|UNITED ST1|1992|118761800
UNITED ST2|UNITED ST0|1992|114438741
UNITED ST9|UNITED ST3|1992|111625281
UNITED ST7|UNITED ST4|1992|109784762
UNITED ST2|UNITED ST2|1992|101847397
UNITED ST8|UNITED ST7|1992|100470560
UNITED ST8|UNITED ST8|1993|289388649
UNITED ST1|UNITED ST1|1993|274899312
UNITED ST2|UNITED ST8|1993|270766179
UNITED ST5|UNITED ST8|1993|266292940
UNITED ST8|UNITED ST5|1993|262312774
UNITED ST6|UNITED ST8|1993|259842423
UNITED ST1|UNITED ST8|1993|244979087
UNITED ST6|UNITED ST1|1993|237725422
UNITED ST3|UNITED ST5|1993|237647275
UNITED ST4|UNITED ST8|1993|232021945
UNITED ST4|UNITED ST5|1993|230089232
UNITED ST9|UNITED ST5|1993|227300683
UNITED ST0|UNITED ST2|1993|225875513
UNITED ST0|UNITED ST1|1993|219636803
UNITED ST0|UNITED ST8|1993|217078859
UNITED ST1|UNITED ST7|1993|216036339
UNITED ST1|UNITED ST9|1993|213675059
UNITED ST5|UNITED ST9|1993|210096552
UNITED ST5|UNITED ST1|1993|208199710
UNITED ST1|UNITED ST3|1993|204030746
UNITED ST4|UNITED ST4|1993|203042491
UNITED ST1|UNITED ST5|1993|202603957
UNITED ST5|UNITED ST5|1993|200272689
UNITED ST5|UNITED ST7|1993|196974622
UNITED ST7|UNITED ST4|1993|195971238
UNITED ST0|UNITED ST5|1993|193573624
UNITED ST2|UNITED ST1|1993|193520863
UNITED ST6|UNITED ST6|1993|191508976
UNITED ST5|UNITED ST2|1993|189756755
UNITED ST2|UNITED ST5|1993|185722848
UNITED ST9|UNITED ST6|1993|185707495
UNITED ST0|UNITED ST4|1993|183934516
UNITED ST8|UNITED ST1|1993|182756611
UNITED ST2|UNITED ST6|1993|181830520
UNITED ST5|UNITED ST3|1993|180875159
UNITED ST7|UNITED ST8|1993|179791632
UNITED ST8|UNITED ST4|1993|179380921
UNITED ST7|UNITED ST9|1993|178313279
UNITED ST1|UNITED ST2|1993|177954573
UNITED ST3|UNITED ST9|1993|176956827
UNITED ST6|UNITED ST9|1993|176086846
UNITED ST3|UNITED ST3|1993|175398387
UNITED ST2|UNITED ST4|1993|174942489
UNITED ST9|UNITED ST9|1993|174518672
UNITED ST1|UNITED ST6|1993|173317066
UNITED ST6|UNITED ST3|1993|172380869
UNITED ST9|UNITED ST8|1993|172066102
UNITED ST8|UNITED ST6|1993|171444322
UNITED ST5|UNITED ST6|1993|170747676
UNITED ST6|UNITED ST5|1993|170171915
UNITED ST4|UNITED ST6|1993|169388683
UNITED ST6|UNITED ST2|1993|168842255
UNITED ST4|UNITED ST9|1993|167997869
UNITED ST4|UNITED ST3|1993|167633231
UNITED ST0|UNITED ST6|1993|166976046
UNITED ST1|UNITED ST4|1993|165683079
UNITED ST6|UNITED ST4|1993|165654664
UNITED ST3|UNITED ST8|1993|165042134
UNITED ST2|UNITED ST7|1993|164623608
UNITED ST3|UNITED ST6|1993|164423404
UNITED ST9|UNITED ST1|1993|164190139
UNITED ST6|UNITED ST7|1993|161787372
UNITED ST8|UNITED ST7|1993|161390493
UNITED ST7|UNITED ST6|1993|161134280
UNITED ST7|UNITED ST3|1993|156383778
UNITED ST0|UNITED ST7|1993|156303488
UNITED ST8|UNITED ST2|1993|155864203
UNITED ST4|UNITED ST1|1993|155019485
UNITED ST4|UNITED ST7|1993|154307503
UNITED ST0|UNITED ST3|1993|153461573
UNITED ST8|UNITED ST9|1993|152596391
UNITED ST3|UNITED ST4|1993|150465196
UNITED ST9|UNITED ST2|1993|148639988
UNITED ST2|UNITED ST9|1993|147191485
UNITED ST6|UNITED ST0|1993|145963235
UNITED ST3|UNITED ST7|1993|144700865
UNITED ST9|UNITED ST7|1993|143925988
UNITED ST2|UNITED ST3|1993|142921364
UNITED ST2|UNITED ST2|1993|142460966
UNITED ST0|UNITED ST0|1993|139884967
UNITED ST3|UNITED ST1|1993|138901351
UNITED ST7|UNITED ST5|1993|138773344
UNITED ST3|UNITED ST2|1993|138184817
UNITED ST0|UNITED ST9|1993|134680165
UNITED ST7|UNITED ST7|1993|134166280
UNITED ST9|UNITED ST3|1993|134057690
UNITED ST7|UNITED ST2|1993|132867466
UNITED ST8|UNITED ST3|1993|131107878
UNITED ST9|UNITED ST4|1993|130910224
UNITED ST4|UNITED ST2|1993|128496493
UNITED ST4|UNITED ST0|1993|127503982
UNITED ST9|UNITED ST0|1993|126007716
UNITED ST3|UNITED ST0|1993|123927893
UNITED ST8|UNITED ST0|1993|122944052
UNITED ST5|UNITED ST4|1993|121117760
UNITED ST7|UNITED ST1|1993|118931313
UNITED ST1|UNITED ST0|1993|116014060
UNITED ST7|UNITED ST0|1993|114296421
UNITED ST5|UNITED ST0|1993|106342729
UNITED ST2|UNITED ST0|1993|89674394
UNITED ST0|UNITED ST1|1994|264960277
UNITED ST7|UNITED ST4|1994|253040937
UNITED ST3|UNITED ST8|1994|241812229
UNITED ST1|UNITED ST8|1994|237424424
UNITED ST0|UNITED ST8|1994|230295252
UNITED ST1|UNITED ST4|1994|227418519
UNITED ST0|UNITED ST5|1994|221963558
UNITED ST7|UNITED ST6|1994|215635741
UNITED ST8|UNITED ST8|1994|214629276
UNITED ST6|UNITED ST5|1994|212762756
UNITED ST3|UNITED ST2|1994|212077076
UNITED ST7|UNITED ST5|1994|209681479
UNITED ST5|UNITED ST8|1994|208368365
UNITED ST9|UNITED ST9|1994|206521828
UNITED ST0|UNITED ST4|1994|205029616
UNITED ST4|UNITED ST3|1994|203452889
UNITED ST8|UNITED ST4|1994|202878235
UNITED ST3|UNITED ST1|1994|201492914
UNITED ST0|UNITED ST6|1994|199900602
UNITED ST1|UNITED ST3|1994|199112509
UNITED ST9|UNITED ST8|1994|199109914
UNITED ST9|UNITED ST5|1994|198928430
UNITED ST8|UNITED ST5|1994|197330192
UNITED ST3|UNITED ST9|1994|196323582
UNITED ST1|UNITED ST1|1994|193760973
UNITED ST2|UNITED ST8|1994|193670478
UNITED ST1|UNITED ST5|1994|193358898
UNITED ST6|UNITED ST9|1994|192123965
UNITED ST3|UNITED ST0|1994|191771280
UNITED ST3|UNITED ST7|1994|188337517
UNITED ST3|UNITED ST4|1994|183344407
UNITED ST4|UNITED ST5|1994|182675701
UNITED ST7|UNITED ST7|1994|180952621
UNITED ST0|UNITED ST3|1994|178096476
UNITED ST8|UNITED ST6|1994|177904200
UNITED ST6|UNITED ST1|1994|177158420
UNITED ST7|UNITED ST9|1994|175491657
UNITED ST5|UNITED ST2|1994|175391323
UNITED ST2|UNITED ST9|1994|174762444
UNITED ST6|UNITED ST7|1994|173501652
UNITED ST0|UNITED ST0|1994|173104068
UNITED ST3|UNITED ST5|1994|172369155
UNITED ST4|UNITED ST4|1994|171489288
UNITED ST8|UNITED ST2|1994|171090356
UNITED ST8|UNITED ST7|1994|170940696
UNITED ST8|UNITED ST1|1994|167920576
UNITED ST4|UNITED ST1|1994|167822162
UNITED ST5|UNITED ST6|1994|166552740
UNITED ST6|UNITED ST8|1994|165932630
UNITED ST1|UNITED ST7|1994|163536993
UNITED ST3|UNITED ST6|1994|162155143
UNITED ST6|UNITED ST4|1994|159659917
UNITED ST1|UNITED ST9|1994|158970953
UNITED ST6|UNITED ST6|1994|158897095
UNITED ST7|UNITED ST3|1994|158441399
UNITED ST2|UNITED ST2|1994|157848032
UNITED ST2|UNITED ST7|1994|157275419
UNITED ST0|UNITED ST7|1994|157194228
UNITED ST2|UNITED ST4|1994|157181515
UNITED ST4|UNITED ST2|1994|156240880
UNITED ST9|UNITED ST7|1994|156183474
UNITED ST2|UNITED ST1|1994|156028246
UNITED ST7|UNITED ST8|1994|154510631
UNITED ST4|UNITED ST9|1994|153394796
UNITED ST5|UNITED ST3|1994|153319263
UNITED ST7|UNITED ST0|1994|152739231
UNITED ST4|UNITED ST8|1994|152621008
UNITED ST5|UNITED ST7|1994|152290694
UNITED ST8|UNITED ST3|1994|151380336
UNITED ST0|UNITED ST9|1994|149232436
UNITED ST6|UNITED ST2|1994|148749985
UNITED ST2|UNITED ST3|1994|148647613
UNITED ST9|UNITED ST3|1994|148222113
UNITED ST1|UNITED ST6|1994|147696120
UNITED ST7|UNITED ST2|1994|147473569
UNITED ST5|UNITED ST4|1994|147247617
UNITED ST5|UNITED ST0|1994|146900872
UNITED ST1|UNITED ST0|1994|146420183
UNITED ST4|UNITED ST7|1994|145879268
UNITED ST3|UNITED ST3|1994|144335236
UNITED ST9|UNITED ST6|1994|142993925
UNITED ST9|UNITED ST0|1994|142803432
UNITED ST1|UNITED ST2|1994|141898896
UNITED ST5|UNITED ST1|1994|138179369
UNITED ST0|UNITED ST2|1994|137779904
UNITED ST6|UNITED ST3|1994|129927994
UNITED ST7|UNITED ST1|1994|128194124
UNITED ST4|UNITED ST0|1994|127506175
UNITED ST2|UNITED ST6|1994|125824541
UNITED ST8|UNITED ST9|1994|125249977
UNITED ST2|UNITED ST5|1994|125071925
UNITED ST2|UNITED ST0|1994|123343641
UNITED ST5|UNITED ST5|1994|118897224
UNITED ST5|UNITED ST9|1994|112451110
UNITED ST9|UNITED ST1|1994|109270262
UNITED ST8|UNITED ST0|1994|107526028
UNITED ST9|UNITED ST4|1994|105711637
UNITED ST4|UNITED ST6|1994|102894530
UNITED ST9|UNITED ST2|1994|97485470
UNITED ST6|UNITED ST0|1994|92011113
UNITED ST2|UNITED ST8|1995|283436603
UNITED ST8|UNITED ST8|1995|270620368
UNITED ST3|UNITED ST8|1995|267182742
UNITED ST0|UNITED ST8|1995|256060872
UNITED ST0|UNITED ST5|1995|254159161
UNITED ST7|UNITED ST8|1995|251036513
UNITED ST3|UNITED ST2|1995|249142907
UNITED ST6|UNITED ST8|1995|246579397
UNITED ST4|UNITED ST5|1995|234410735
UNITED ST7|UNITED ST1|1995|228748672
UNITED ST0|UNITED ST4|1995|226779190
UNITED ST1|UNITED ST8|1995|221805404
UNITED ST4|UNITED ST1|1995|218074736
UNITED ST5|UNITED ST4|1995|216668061
UNITED ST0|UNITED ST3|1995|216638313
UNITED ST3|UNITED ST5|1995|212358476
UNITED ST7|UNITED ST7|1995|211677493
UNITED ST4|UNITED ST8|1995|206887037
UNITED ST0|UNITED ST1|1995|205964480
UNITED ST2|UNITED ST1|1995|203657674
UNITED ST6|UNITED ST1|1995|202898144
UNITED ST6|UNITED ST9|1995|201701082
UNITED ST6|UNITED ST2|1995|198060243
UNITED ST5|UNITED ST1|1995|197201169
UNITED ST2|UNITED ST9|1995|195629288
UNITED ST0|UNITED ST7|1995|194642171
UNITED ST6|UNITED ST7|1995|188913494
UNITED ST3|UNITED ST6|1995|186406644
UNITED ST5|UNITED ST5|1995|185629521
UNITED ST8|UNITED ST9|1995|185403053
UNITED ST8|UNITED ST3|1995|185289772
UNITED ST5|UNITED ST2|1995|185046646
UNITED ST5|UNITED ST3|1995|184406806
UNITED ST1|UNITED ST1|1995|183820688
UNITED ST9|UNITED ST6|1995|183344279
UNITED ST2|UNITED ST5|1995|181406426
UNITED ST9|UNITED ST8|1995|179757879
UNITED ST5|UNITED ST7|1995|179197600
UNITED ST8|UNITED ST2|1995|178002511
UNITED ST0|UNITED ST6|1995|177896087
UNITED ST2|UNITED ST3|1995|176528647
UNITED ST7|UNITED ST4|1995|176012506
UNITED ST6|UNITED ST5|1995|176006822
UNITED ST8|UNITED ST1|1995|175929893
UNITED ST4|UNITED ST7|1995|173821371
UNITED ST1|UNITED ST9|1995|173366694
UNITED ST8|UNITED ST0|1995|173175080
UNITED ST8|UNITED ST4|1995|172810149
UNITED ST7|UNITED ST5|1995|172657062
UNITED ST0|UNITED ST2|1995|171781855
UNITED ST1|UNITED ST7|1995|171776385
UNITED ST4|UNITED ST4|1995|169591670
UNITED ST7|UNITED ST3|1995|166793127
UNITED ST1|UNITED ST6|1995|166585572
UNITED ST6|UNITED ST6|1995|165001037
UNITED ST9|UNITED ST1|1995|164915151
UNITED ST1|UNITED ST5|1995|162902705
UNITED ST5|UNITED ST8|1995|162794428
UNITED ST3|UNITED ST9|1995|162128746
UNITED ST6|UNITED ST3|1995|159637744
UNITED ST8|UNITED ST6|1995|158751016
UNITED ST0|UNITED ST0|1995|154875980
UNITED ST1|UNITED ST4|1995|153792269
UNITED ST0|UNITED ST9|1995|153583003
UNITED ST2|UNITED ST7|1995|149453410
UNITED ST3|UNITED ST7|1995|149356854
UNITED ST5|UNITED ST6|1995|149329229
UNITED ST7|UNITED ST9|1995|148962448
UNITED ST3|UNITED ST0|1995|148729466
UNITED ST9|UNITED ST7|1995|147532467
UNITED ST3|UNITED ST4|1995|147450428
UNITED ST4|UNITED ST2|1995|147259388
UNITED ST7|UNITED ST0|1995|146258096
UNITED ST8|UNITED ST5|1995|142593895
UNITED ST7|UNITED ST2|1995|141143284
UNITED ST3|UNITED ST3|1995|139505248
UNITED ST1|UNITED ST3|1995|139447837
UNITED ST4|UNITED ST9|1995|138530370
UNITED ST9|UNITED ST9|1995|138172105
UNITED ST4|UNITED ST6|1995|137631707
UNITED ST6|UNITED ST0|1995|137442644
UNITED ST9|UNITED ST5|1995|136610942
UNITED ST4|UNITED ST0|1995|135992490
UNITED ST8|UNITED ST7|1995|135239829
UNITED ST2|UNITED ST6|1995|134837955
UNITED ST2|UNITED ST2|1995|133529454
UNITED ST9|UNITED ST3|1995|133226338
UNITED ST3|UNITED ST1|1995|131434524
UNITED ST9|UNITED ST2|1995|130917940
UNITED ST1|UNITED ST0|1995|128844554
UNITED ST7|UNITED ST6|1995|128495045
UNITED ST6|UNITED ST4|1995|127748584
UNITED ST9|UNITED ST0|1995|127435446
UNITED ST1|UNITED ST2|1995|125026663
UNITED ST2|UNITED ST4|1995|123654926
UNITED ST9|UNITED ST4|1995|119241089
UNITED ST5|UNITED ST9|1995|112215287
UNITED ST2|UNITED ST0|1995|100849180
UNITED ST4|UNITED ST3|1995|95674167
UNITED ST5|UNITED ST0|1995|86320136
UNITED ST0|UNITED ST5|1996|294463791
UNITED ST8|UNITED ST8|1996|254490249
UNITED ST6|UNITED ST8|1996|249262319
UNITED ST5|UNITED ST5|1996|247055493
UNITED ST8|UNITED ST1|1996|244693886
UNITED ST7|UNITED ST6|1996|240173053
UNITED ST7|UNITED ST1|1996|229577243
UNITED ST5|UNITED ST8|1996|229062387
UNITED ST1|UNITED ST6|1996|229058214
UNITED ST0|UNITED ST1|1996|227839185
UNITED ST1|UNITED ST1|1996|227837378
UNITED ST6|UNITED ST5|1996|225510571
UNITED ST3|UNITED ST8|1996|222124359
UNITED ST2|UNITED ST8|1996|219657389
UNITED ST4|UNITED ST1|1996|218724873
UNITED ST1|UNITED ST8|1996|215756486
UNITED ST7|UNITED ST8|1996|214859568
UNITED ST1|UNITED ST4|1996|212962573
UNITED ST4|UNITED ST8|1996|212882878
UNITED ST7|UNITED ST5|1996|209699948
UNITED ST0|UNITED ST7|1996|206500627
UNITED ST6|UNITED ST4|1996|205030172
UNITED ST9|UNITED ST8|1996|203191260
UNITED ST4|UNITED ST4|1996|202818019
UNITED ST5|UNITED ST7|1996|202033298
UNITED ST7|UNITED ST2|1996|197024444
UNITED ST2|UNITED ST1|1996|195606231
UNITED ST5|UNITED ST1|1996|194897954
UNITED ST1|UNITED ST5|1996|191594610
UNITED ST0|UNITED ST9|1996|191314316
UNITED ST7|UNITED ST3|1996|189540720
UNITED ST8|UNITED ST4|1996|188291257
UNITED ST8|UNITED ST2|1996|186456341
UNITED ST3|UNITED ST9|1996|184900689
UNITED ST8|UNITED ST6|1996|183928423
UNITED ST9|UNITED ST6|1996|181806278
UNITED ST2|UNITED ST7|1996|181632477
UNITED ST5|UNITED ST4|1996|181587390
UNITED ST2|UNITED ST9|1996|181371254
UNITED ST3|UNITED ST7|1996|181027440
UNITED ST2|UNITED ST3|1996|178548982
UNITED ST0|UNITED ST0|1996|178031766
UNITED ST1|UNITED ST9|1996|177265054
UNITED ST0|UNITED ST3|1996|177193458
UNITED ST3|UNITED ST1|1996|176450879
UNITED ST3|UNITED ST3|1996|176047758
UNITED ST8|UNITED ST5|1996|176041343
UNITED ST1|UNITED ST3|1996|175614170
UNITED ST7|UNITED ST4|1996|175204764
UNITED ST4|UNITED ST5|1996|175162122
UNITED ST9|UNITED ST5|1996|175150023
UNITED ST1|UNITED ST2|1996|173459071
UNITED ST5|UNITED ST6|1996|171317301
UNITED ST0|UNITED ST8|1996|171141425
UNITED ST9|UNITED ST2|1996|170921945
UNITED ST2|UNITED ST0|1996|169177297
UNITED ST6|UNITED ST1|1996|169155833
UNITED ST2|UNITED ST2|1996|167968833
UNITED ST7|UNITED ST0|1996|166100319
UNITED ST8|UNITED ST9|1996|165743756
UNITED ST9|UNITED ST4|1996|162814992
UNITED ST3|UNITED ST2|1996|161935404
UNITED ST5|UNITED ST9|1996|160942791
UNITED ST4|UNITED ST3|1996|160680785
UNITED ST7|UNITED ST9|1996|159254240
UNITED ST6|UNITED ST7|1996|159127195
UNITED ST5|UNITED ST0|1996|157755082
UNITED ST8|UNITED ST0|1996|156061115
UNITED ST4|UNITED ST2|1996|154201097
UNITED ST8|UNITED ST7|1996|152696737
UNITED ST3|UNITED ST5|1996|151560325
UNITED ST9|UNITED ST1|1996|150829458
UNITED ST0|UNITED ST4|1996|145814638
UNITED ST5|UNITED ST3|1996|145700854
UNITED ST4|UNITED ST7|1996|144191040
UNITED ST1|UNITED ST0|1996|140456471
UNITED ST6|UNITED ST9|1996|138904924
UNITED ST0|UNITED ST2|1996|138257585
UNITED ST9|UNITED ST7|1996|137030333
UNITED ST1|UNITED ST7|1996|137024823
UNITED ST5|UNITED ST2|1996|136436269
UNITED ST9|UNITED ST9|1996|135813876
UNITED ST0|UNITED ST6|1996|133889373
UNITED ST2|UNITED ST4|1996|132802755
UNITED ST7|UNITED ST7|1996|132040450
UNITED ST6|UNITED ST2|1996|131854237
UNITED ST6|UNITED ST3|1996|129711516
UNITED ST6|UNITED ST0|1996|129548788
UNITED ST3|UNITED ST0|1996|129125499
UNITED ST4|UNITED ST6|1996|128294784
UNITED ST9|UNITED ST3|1996|122509634
UNITED ST6|UNITED ST6|1996|118664723
UNITED ST3|UNITED ST6|1996|118175328
UNITED ST9|UNITED ST0|1996|117358612
UNITED ST4|UNITED ST9|1996|116682604
UNITED ST2|UNITED ST6|1996|115598027
UNITED ST2|UNITED ST5|1996|114551515
UNITED ST4|UNITED ST0|1996|109334243
UNITED ST3|UNITED ST4|1996|107959477
UNITED ST8|UNITED ST3|1996|101685476
UNITED ST1|UNITED ST8|1997|266902060
UNITED ST6|UNITED ST8|1997|259941866
UNITED ST1|UNITED ST9|1997|241668016
UNITED ST5|UNITED ST8|1997|236673928
UNITED ST0|UNITED ST5|1997|231786621
UNITED ST8|UNITED ST7|1997|231095114
UNITED ST6|UNITED ST1|1997|228018023
UNITED ST7|UNITED ST7|1997|225946443
UNITED ST8|UNITED ST8|1997|225837315
UNITED ST7|UNITED ST1|1997|224320132
UNITED ST5|UNITED ST2|1997|213560015
UNITED ST9|UNITED ST1|1997|212553354
UNITED ST4|UNITED ST8|1997|210691627
UNITED ST0|UNITED ST1|1997|209466302
UNITED ST8|UNITED ST5|1997|208113523
UNITED ST5|UNITED ST7|1997|206209461
UNITED ST2|UNITED ST8|1997|203466955
UNITED ST7|UNITED ST2|1997|202776175
UNITED ST5|UNITED ST5|1997|202210732
UNITED ST7|UNITED ST6|1997|200103767
UNITED ST4|UNITED ST5|1997|199813292
UNITED ST7|UNITED ST8|1997|199245956
UNITED ST0|UNITED ST3|1997|199186476
UNITED ST2|UNITED ST1|1997|198595303
UNITED ST1|UNITED ST6|1997|197242748
UNITED ST8|UNITED ST9|1997|193306445
UNITED ST0|UNITED ST8|1997|192533308
UNITED ST0|UNITED ST9|1997|191976158
UNITED ST1|UNITED ST5|1997|191702967
UNITED ST6|UNITED ST5|1997|191669285
UNITED ST9|UNITED ST2|1997|190579784
UNITED ST1|UNITED ST2|1997|188343640
UNITED ST0|UNITED ST6|1997|187041111
UNITED ST8|UNITED ST6|1997|184482345
UNITED ST3|UNITED ST1|1997|184192235
UNITED ST5|UNITED ST3|1997|183218904
UNITED ST4|UNITED ST7|1997|181982399
UNITED ST5|UNITED ST1|1997|181602446
UNITED ST6|UNITED ST4|1997|177307389
UNITED ST7|UNITED ST4|1997|176199399
UNITED ST9|UNITED ST7|1997|170463013
UNITED ST4|UNITED ST1|1997|170415465
UNITED ST3|UNITED ST5|1997|169188895
UNITED ST2|UNITED ST9|1997|168520752
UNITED ST3|UNITED ST2|1997|167690822
UNITED ST1|UNITED ST7|1997|167243030
UNITED ST0|UNITED ST4|1997|165751126
UNITED ST6|UNITED ST3|1997|164786173
UNITED ST3|UNITED ST4|1997|164644021
UNITED ST3|UNITED ST8|1997|164634852
UNITED ST6|UNITED ST0|1997|163098898
UNITED ST9|UNITED ST5|1997|162106677
UNITED ST8|UNITED ST1|1997|161985967
UNITED ST9|UNITED ST6|1997|161813177
UNITED ST7|UNITED ST0|1997|160482654
UNITED ST5|UNITED ST6|1997|159416654
UNITED ST1|UNITED ST1|1997|157045164
UNITED ST7|UNITED ST5|1997|155615546
UNITED ST3|UNITED ST0|1997|153154901
UNITED ST6|UNITED ST2|1997|153117641
UNITED ST8|UNITED ST3|1997|152811598
UNITED ST5|UNITED ST4|1997|152545641
UNITED ST5|UNITED ST9|1997|152179086
UNITED ST3|UNITED ST7|1997|150906888
UNITED ST3|UNITED ST3|1997|150611121
UNITED ST0|UNITED ST7|1997|150510553
UNITED ST7|UNITED ST3|1997|149836616
UNITED ST2|UNITED ST2|1997|149421182
UNITED ST2|UNITED ST4|1997|149021255
UNITED ST2|UNITED ST5|1997|148533258
UNITED ST2|UNITED ST6|1997|146257643
UNITED ST3|UNITED ST6|1997|145347803
UNITED ST9|UNITED ST4|1997|143912812
UNITED ST1|UNITED ST4|1997|143246499
UNITED ST2|UNITED ST3|1997|142407075
UNITED ST2|UNITED ST7|1997|141733819
UNITED ST8|UNITED ST4|1997|141317657
UNITED ST3|UNITED ST9|1997|140758311
UNITED ST6|UNITED ST9|1997|140077022
UNITED ST7|UNITED ST9|1997|139722671
UNITED ST6|UNITED ST7|1997|139598691
UNITED ST8|UNITED ST2|1997|135929777
UNITED ST4|UNITED ST4|1997|135839077
UNITED ST4|UNITED ST3|1997|130408674
UNITED ST5|UNITED ST0|1997|130260271
UNITED ST9|UNITED ST8|1997|128685263
UNITED ST4|UNITED ST0|1997|126439964
UNITED ST4|UNITED ST9|1997|126138038
UNITED ST0|UNITED ST2|1997|124164259
UNITED ST9|UNITED ST9|1997|123051116
UNITED ST0|UNITED ST0|1997|119912019
UNITED ST1|UNITED ST0|1997|116830937
UNITED ST4|UNITED ST6|1997|114312682
UNITED ST6|UNITED ST6|1997|113578411
UNITED ST9|UNITED ST0|1997|112762720
UNITED ST2|UNITED ST0|1997|111616634
UNITED ST9|UNITED ST3|1997|110092604
UNITED ST1|UNITED ST3|1997|108587114
UNITED ST4|UNITED ST2|1997|101755314
UNITED ST8|UNITED ST0|1997|98981495
