   c_city   |   s_city   | d_year |  revenue
UNITED ST6|UNITED ST6|1994|115076119
UNITED ST1|UNITED ST6|1994|115073661
UNITED ST8|UNITED ST6|1994|114658523
UNITED ST7|UNITED ST5|1994|112637801
UNITED ST0|UNITED ST5|1994|112380825
UNITED ST1|UNITED ST3|1994|111408322
UNITED ST4|UNITED ST8|1994|109710588
UNITED ST5|UNITED ST3|1994|109469981
UNITED ST6|UNITED ST7|1994|108114774
UNITED ST1|UNITED ST1|1994|107918691
UNITED ST1|UNITED ST4|1994|106769512
UNITED ST6|UNITED ST4|1994|105964047
UNITED ST8|UNITED ST7|1994|104643454
UNITED ST1|UNITED ST2|1994|104508997
UNITED ST2|UNITED ST0|1994|103774266
UNITED ST3|UNITED ST7|1994|102640067
UNITED ST5|UNITED ST7|1994|100850364
UNITED ST9|UNITED ST4|1994|100850152
UNITED ST0|UNITED ST6|1994|100104549
UNITED ST2|UNITED ST9|1994|96322613
UNITED ST0|UNITED ST7|1994|96064518
UNITED ST1|UNITED ST0|1994|95234433
UNITED ST5|UNITED ST4|1994|94275682
UNITED ST8|UNITED ST8|1994|93581854
UNITED ST7|UNITED ST3|1994|93510662
UNITED ST9|UNITED ST2|1994|93326407
UNITED ST3|UNITED ST4|1994|92965883
UNITED ST9|UNITED ST6|1994|92691985
UNITED ST1|UNITED ST9|1994|92632444
UNITED ST3|UNITED ST2|1994|92085309
UNITED ST1|UNITED ST5|1994|91508738
UNITED ST6|UNITED ST2|1994|90547192
UNITED ST8|UNITED ST3|1994|90154633
UNITED ST3|UNITED ST6|1994|89685407
UNITED ST6|UNITED ST0|1994|89610473
UNITED ST4|UNITED ST6|1994|87995572
UNITED ST1|UNITED ST8|1994|87662246
UNITED ST4|UNITED ST3|1994|85683809
UNITED ST4|UNITED ST7|1994|84432132
UNITED ST4|UNITED ST9|1994|83667803
UNITED ST3|UNITED ST5|1994|82303786
UNITED ST3|UNITED ST3|1994|81651809
UNITED ST0|UNITED ST0|1994|81538880
UNITED ST4|UNITED ST2|1994|81468675
UNITED ST8|UNITED ST1|1994|80977524
UNITED ST7|UNITED ST2|1994|79807501
UNITED ST0|UNITED ST2|1994|79774758
UNITED ST9|UNITED ST3|1994|79503185
UNITED ST9|UNITED ST7|1994|77686804
UNITED ST0|UNITED ST1|1994|77450186
UNITED ST0|UNITED ST9|1994|76814088
UNITED ST7|UNITED ST8|1994|76772439
UNITED ST8|UNITED ST5|1994|76699960
UNITED ST9|UNITED ST5|1994|76433560
UNITED ST3|UNITED ST1|1994|76218250
UNITED ST8|UNITED ST9|1994|75682540
UNITED ST5|UNITED ST6|1994|74767100
UNITED ST3|UNITED ST8|1994|73481751
UNITED ST7|UNITED ST7|1994|73171447
UNITED ST1|UNITED ST7|1994|72501036
UNITED ST6|UNITED ST1|1994|71368695
UNITED ST8|UNITED ST2|1994|71308637
UNITED ST7|UNITED ST1|1994|71064310
UNITED ST2|UNITED ST8|1994|70870196
UNITED ST4|UNITED ST0|1994|70595765
UNITED ST9|UNITED ST0|1994|70076504
UNITED ST5|UNITED ST8|1994|69651663
UNITED ST8|UNITED ST0|1994|68756357
UNITED ST9|UNITED ST8|1994|68147857
UNITED ST9|UNITED ST9|1994|67498546
UNITED ST9|UNITED ST1|1994|66748689
UNITED ST3|UNITED ST9|1994|66588168
UNITED ST5|UNITED ST1|1994|65151476
UNITED ST5|UNITED ST9|1994|63488923
UNITED ST2|UNITED ST1|1994|61217939
UNITED ST6|UNITED ST9|1994|60680974
UNITED ST6|UNITED ST8|1994|60269862
UNITED ST7|UNITED ST9|1994|56632261
UNITED ST3|UNITED ST0|1994|52802248
UNITED ST5|UNITED ST2|1994|52347596
UNITED ST7|UNITED ST0|1994|51111175
UNITED ST5|UNITED ST5|1994|48375153
UNITED ST5|UNITED ST0|1994|42646200
UNITED ST0|UNITED ST4|1995|150605585
UNITED ST1|UNITED ST4|1995|140748454
UNITED ST3|UNITED ST4|1995|139717400
UNITED ST8|UNITED ST3|1995|135870433
UNITED ST3|UNITED ST6|1995|131184236
UNITED ST2|UNITED ST3|1995|129370634
UNITED ST8|UNITED ST5|1995|129296873
UNITED ST2|UNITED ST6|1995|127489984
UNITED ST1|UNITED ST3|1995|127158342
UNITED ST1|UNITED ST6|1995|125633228
UNITED ST8|UNITED ST7|1995|125438395
UNITED ST7|UNITED ST4|1995|125053556
UNITED ST2|UNITED ST0|1995|124226623
UNITED ST3|UNITED ST9|1995|121699910
UNITED ST6|UNITED ST6|1995|118765845
UNITED ST4|UNITED ST4|1995|118335892
UNITED ST5|UNITED ST6|1995|116068225
UNITED ST3|UNITED ST0|1995|115653785
UNITED ST0|UNITED ST7|1995|114970280
UNITED ST2|UNITED ST5|1995|114294742
UNITED ST4|UNITED ST6|1995|114054269
UNITED ST6|UNITED ST8|1995|113759886
UNITED ST6|UNITED ST3|1995|113482894
UNITED ST1|UNITED ST7|1995|112632786
UNITED ST0|UNITED ST3|1995|109984020
UNITED ST5|UNITED ST7|1995|109451592
UNITED ST8|UNITED ST6|1995|108701048
UNITED ST1|UNITED ST9|1995|105423880
UNITED ST1|UNITED ST2|1995|104138654
UNITED ST4|UNITED ST3|1995|102839106
UNITED ST0|UNITED ST1|1995|102004755
UNITED ST3|UNITED ST3|1995|101218360
UNITED ST0|UNITED ST5|1995|100036731
UNITED ST5|UNITED ST4|1995|99064626
UNITED ST2|UNITED ST8|1995|97457840
UNITED ST6|UNITED ST2|1995|97234313
UNITED ST6|UNITED ST5|1995|96850123
UNITED ST5|UNITED ST3|1995|96714488
UNITED ST6|UNITED ST4|1995|95514241
UNITED ST0|UNITED ST8|1995|95128858
UNITED ST8|UNITED ST1|1995|94535989
UNITED ST0|UNITED ST6|1995|93464092
UNITED ST8|UNITED ST4|1995|89546530
UNITED ST3|UNITED ST7|1995|88041400
UNITED ST0|UNITED ST2|1995|86807789
UNITED ST5|UNITED ST9|1995|85587929
UNITED ST7|UNITED ST3|1995|84720859
UNITED ST4|UNITED ST1|1995|84262572
UNITED ST7|UNITED ST2|1995|84169088
UNITED ST4|UNITED ST5|1995|83095562
UNITED ST9|UNITED ST7|1995|83041336
UNITED ST2|UNITED ST7|1995|82953342
UNITED ST9|UNITED ST4|1995|82741222
UNITED ST6|UNITED ST7|1995|82613584
UNITED ST1|UNITED ST0|1995|81402041
UNITED ST1|UNITED ST1|1995|81201688
UNITED ST8|UNITED ST8|1995|80412861
UNITED ST7|UNITED ST6|1995|76183841
UNITED ST0|UNITED ST9|1995|76001416
UNITED ST9|UNITED ST3|1995|75998481
UNITED ST1|UNITED ST5|1995|75863550
UNITED ST2|UNITED ST4|1995|75683150
UNITED ST7|UNITED ST5|1995|75349270
UNITED ST4|UNITED ST2|1995|75097390
UNITED ST3|UNITED ST5|1995|74601598
UNITED ST7|UNITED ST0|1995|73873895
UNITED ST3|UNITED ST8|1995|73502667
UNITED ST2|UNITED ST2|1995|73459428
UNITED ST4|UNITED ST7|1995|73137915
UNITED ST7|UNITED ST7|1995|73032733
UNITED ST5|UNITED ST1|1995|72960293
UNITED ST0|UNITED ST0|1995|72347329
UNITED ST2|UNITED ST9|1995|72131535
UNITED ST8|UNITED ST0|1995|71582838
UNITED ST9|UNITED ST9|1995|71352090
UNITED ST7|UNITED ST1|1995|71229702
UNITED ST9|UNITED ST6|1995|71096960
UNITED ST3|UNITED ST1|1995|70753795
UNITED ST4|UNITED ST8|1995|70405293
UNITED ST8|UNITED ST2|1995|69256064
UNITED ST9|UNITED ST5|1995|68114307
UNITED ST5|UNITED ST8|1995|68072777
UNITED ST7|UNITED ST8|1995|67968501
UNITED ST7|UNITED ST9|1995|67305634
UNITED ST9|UNITED ST1|1995|66599783
UNITED ST6|UNITED ST1|1995|64029187
UNITED ST9|UNITED ST8|1995|63316125
UNITED ST8|UNITED ST9|1995|62301813
UNITED ST1|UNITED ST8|1995|60950589
UNITED ST4|UNITED ST9|1995|60646900
UNITED ST2|UNITED ST1|1995|57907590
UNITED ST5|UNITED ST0|1995|55759225
UNITED ST9|UNITED ST0|1995|55417924
UNITED ST6|UNITED ST0|1995|54948307
UNITED ST3|UNITED ST2|1995|48834217
UNITED ST6|UNITED ST9|1995|47871867
UNITED ST5|UNITED ST5|1995|43495442
UNITED ST9|UNITED ST2|1995|43386377
UNITED ST4|UNITED ST0|1995|34928748
UNITED ST5|UNITED ST2|1995|33473777
UNITED ST1|UNITED ST7|1996|148335589
UNITED ST2|UNITED ST2|1996|145808394
UNITED ST3|UNITED ST3|1996|144703307
UNITED ST1|UNITED ST3|1996|138130802
UNITED ST3|UNITED ST4|1996|137086187
UNITED ST8|UNITED ST3|1996|134334988
UNITED ST0|UNITED ST4|1996|133338977
UNITED ST1|UNITED ST5|1996|126755603
UNITED ST5|UNITED ST2|1996|125855684
UNITED ST1|UNITED ST4|1996|124503936
UNITED ST7|UNITED ST4|1996|121718718
UNITED ST2|UNITED ST4|1996|121474895
UNITED ST9|UNITED ST4|1996|119791955
UNITED ST5|UNITED ST6|1996|118371999
UNITED ST7|UNITED ST1|1996|116378842
UNITED ST6|UNITED ST4|1996|115095858
UNITED ST0|UNITED ST5|1996|113408307
UNITED ST7|UNITED ST6|1996|113225390
UNITED ST6|UNITED ST6|1996|113116309
UNITED ST1|UNITED ST9|1996|112790624
UNITED ST9|UNITED ST7|1996|110156512
UNITED ST4|UNITED ST4|1996|109776172
UNITED ST1|UNITED ST2|1996|107749338
UNITED ST9|UNITED ST6|1996|107277773
UNITED ST5|UNITED ST7|1996|105855240
UNITED ST1|UNITED ST6|1996|104875903
UNITED ST7|UNITED ST8|1996|103457997
UNITED ST8|UNITED ST1|1996|102263237
UNITED ST4|UNITED ST6|1996|101431322
UNITED ST2|UNITED ST6|1996|99116824
UNITED ST1|UNITED ST1|1996|98754939
UNITED ST8|UNITED ST6|1996|98517982
UNITED ST1|UNITED ST8|1996|97836189
UNITED ST2|UNITED ST5|1996|97743663
UNITED ST2|UNITED ST3|1996|96954093
UNITED ST0|UNITED ST8|1996|96871678
UNITED ST8|UNITED ST4|1996|95593684
UNITED ST2|UNITED ST7|1996|94458281
UNITED ST3|UNITED ST5|1996|94172833
UNITED ST3|UNITED ST9|1996|93982861
UNITED ST6|UNITED ST5|1996|93681206
UNITED ST4|UNITED ST5|1996|93291135
UNITED ST3|UNITED ST6|1996|92943221
UNITED ST7|UNITED ST3|1996|92674706
UNITED ST0|UNITED ST1|1996|92331803
UNITED ST8|UNITED ST5|1996|88809270
UNITED ST3|UNITED ST7|1996|88486368
UNITED ST0|UNITED ST3|1996|88041639
UNITED ST2|UNITED ST8|1996|87678860
UNITED ST8|UNITED ST7|1996|87324737
UNITED ST5|UNITED ST4|1996|87095953
UNITED ST0|UNITED ST0|1996|86575275
UNITED ST9|UNITED ST5|1996|85716433
UNITED ST4|UNITED ST2|1996|85220294
UNITED ST9|UNITED ST2|1996|85102271
UNITED ST1|UNITED ST0|1996|83779936
UNITED ST0|UNITED ST7|1996|81891565
UNITED ST7|UNITED ST5|1996|81088409
UNITED ST0|UNITED ST6|1996|80448507
UNITED ST4|UNITED ST3|1996|80005754
UNITED ST7|UNITED ST2|1996|77823125
UNITED ST5|UNITED ST1|1996|77606153
UNITED ST7|UNITED ST7|1996|77581820
UNITED ST9|UNITED ST3|1996|77029295
UNITED ST6|UNITED ST3|1996|76681541
UNITED ST7|UNITED ST0|1996|76169846
UNITED ST4|UNITED ST7|1996|76101120
UNITED ST8|UNITED ST0|1996|76029107
UNITED ST6|UNITED ST1|1996|75278093
UNITED ST2|UNITED ST9|1996|74718035
UNITED ST9|UNITED ST1|1996|74201246
UNITED ST2|UNITED ST1|1996|72833047
UNITED ST6|UNITED ST9|1996|72331422
UNITED ST5|UNITED ST0|1996|72027542
UNITED ST7|UNITED ST9|1996|71825874
UNITED ST4|UNITED ST8|1996|70661310
UNITED ST5|UNITED ST5|1996|68980989
UNITED ST0|UNITED ST9|1996|68340129
UNITED ST5|UNITED ST3|1996|65745098
UNITED ST5|UNITED ST9|1996|64817005
UNITED ST3|UNITED ST8|1996|64636224
UNITED ST8|UNITED ST8|1996|62540716
UNITED ST6|UNITED ST7|1996|62139442
UNITED ST6|UNITED ST0|1996|62103356
UNITED ST3|UNITED ST1|1996|61628776
UNITED ST8|UNITED ST2|1996|59311003
UNITED ST3|UNITED ST2|1996|59161865
UNITED ST9|UNITED ST9|1996|58516464
UNITED ST6|UNITED ST2|1996|58100600
UNITED ST3|UNITED ST0|1996|53946059
UNITED ST2|UNITED ST0|1996|53875821
UNITED ST8|UNITED ST9|1996|52567098
UNITED ST9|UNITED ST8|1996|52333935
UNITED ST4|UNITED ST1|1996|51985498
UNITED ST9|UNITED ST0|1996|51848926
UNITED ST5|UNITED ST8|1996|49089307
UNITED ST4|UNITED ST0|1996|48514319
UNITED ST0|UNITED ST2|1996|47103829
UNITED ST4|UNITED ST9|1996|36970146
UNITED ST6|UNITED ST8|1996|36691465
UNITED ST1|UNITED ST4|1997|209619493
UNITED ST8|UNITED ST4|1997|145669352
UNITED ST7|UNITED ST4|1997|141417078
UNITED ST9|UNITED ST4|1997|140618835
UNITED ST0|UNITED ST3|1997|136281932
UNITED ST0|UNITED ST4|1997|130218868
UNITED ST1|UNITED ST3|1997|129865316
UNITED ST0|UNITED ST6|1997|127606171
UNITED ST0|UNITED ST7|1997|127544703
UNITED ST4|UNITED ST6|1997|121631966
UNITED ST8|UNITED ST6|1997|119856872
UNITED ST5|UNITED ST1|1997|118459246
UNITED ST1|UNITED ST2|1997|118077813
UNITED ST2|UNITED ST6|1997|117634241
UNITED ST2|UNITED ST2|1997|116597365
UNITED ST5|UNITED ST4|1997|116520373
UNITED ST5|UNITED ST5|1997|116199301
UNITED ST8|UNITED ST3|1997|115661190
UNITED ST4|UNITED ST3|1997|114636794
UNITED ST4|UNITED ST7|1997|113013075
UNITED ST4|UNITED ST4|1997|109540229
UNITED ST8|UNITED ST5|1997|106856611
UNITED ST6|UNITED ST7|1997|106335398
UNITED ST8|UNITED ST8|1997|105566468
UNITED ST7|UNITED ST5|1997|104639175
UNITED ST3|UNITED ST6|1997|103706525
UNITED ST5|UNITED ST7|1997|102924980
UNITED ST3|UNITED ST7|1997|101847281
UNITED ST1|UNITED ST6|1997|101085184
UNITED ST7|UNITED ST6|1997|100435145
UNITED ST1|UNITED ST9|1997|100400354
UNITED ST3|UNITED ST8|1997|99425459
UNITED ST1|UNITED ST1|1997|98334056
UNITED ST5|UNITED ST6|1997|98048104
UNITED ST9|UNITED ST7|1997|97533010
UNITED ST6|UNITED ST8|1997|97527085
UNITED ST7|UNITED ST3|1997|96124040
UNITED ST0|UNITED ST1|1997|95070922
UNITED ST3|UNITED ST5|1997|93958283
UNITED ST5|UNITED ST3|1997|92886570
UNITED ST0|UNITED ST5|1997|92090001
UNITED ST2|UNITED ST8|1997|91881631
UNITED ST1|UNITED ST7|1997|91857539
UNITED ST2|UNITED ST4|1997|90497218
UNITED ST7|UNITED ST7|1997|88968049
UNITED ST3|UNITED ST1|1997|88761347
UNITED ST2|UNITED ST5|1997|88491913
UNITED ST9|UNITED ST1|1997|87425269
UNITED ST1|UNITED ST5|1997|87100378
UNITED ST2|UNITED ST3|1997|86601260
UNITED ST0|UNITED ST2|1997|86196599
UNITED ST9|UNITED ST8|1997|83156005
UNITED ST3|UNITED ST4|1997|82988626
UNITED ST2|UNITED ST0|1997|82869297
UNITED ST8|UNITED ST2|1997|82547327
UNITED ST2|UNITED ST7|1997|82342325
UNITED ST5|UNITED ST8|1997|81844420
UNITED ST4|UNITED ST8|1997|81693112
UNITED ST9|UNITED ST3|1997|81116520
UNITED ST4|UNITED ST0|1997|81002916
UNITED ST9|UNITED ST5|1997|80435086
UNITED ST0|UNITED ST8|1997|79364674
UNITED ST6|UNITED ST4|1997|78899411
UNITED ST7|UNITED ST1|1997|78775111
UNITED ST6|UNITED ST1|1997|78550645
UNITED ST1|UNITED ST8|1997|77219556
UNITED ST6|UNITED ST6|1997|76340059
UNITED ST6|UNITED ST0|1997|76056235
UNITED ST6|UNITED ST3|1997|75275697
UNITED ST6|UNITED ST5|1997|74482659
UNITED ST4|UNITED ST1|1997|73429555
UNITED ST5|UNITED ST2|1997|73128053
UNITED ST4|UNITED ST2|1997|72795356
UNITED ST4|UNITED ST9|1997|72091669
UNITED ST2|UNITED ST1|1997|72017116
UNITED ST3|UNITED ST2|1997|69780606
UNITED ST9|UNITED ST6|1997|69314841
UNITED ST7|UNITED ST9|1997|68848010
UNITED ST8|UNITED ST9|1997|68010900
UNITED ST4|UNITED ST5|1997|67243988
UNITED ST7|UNITED ST0|1997|66351140
UNITED ST0|UNITED ST9|1997|65292724
UNITED ST5|UNITED ST9|1997|62535281
UNITED ST0|UNITED ST0|1997|62362938
UNITED ST8|UNITED ST1|1997|60545451
UNITED ST6|UNITED ST9|1997|59734296
UNITED ST1|UNITED ST0|1997|57003906
UNITED ST7|UNITED ST8|1997|56751442
UNITED ST3|UNITED ST3|1997|55856644
UNITED ST6|UNITED ST2|1997|54118499
UNITED ST7|UNITED ST2|1997|52895032
UNITED ST2|UNITED ST9|1997|51754839
UNITED ST8|UNITED ST0|1997|51253306
UNITED ST5|UNITED ST0|1997|51209496
UNITED ST3|UNITED ST9|1997|51191903
UNITED ST9|UNITED ST9|1997|47892379
UNITED ST8|UNITED ST7|1997|46742646
UNITED ST9|UNITED ST2|1997|42587420
UNITED ST9|UNITED ST0|1997|42255050
UNITED ST3|UNITED ST0|1997|37523233
